"PROVEEDOR","CATEGORIA","ID_ARTICULO","UPC","DESC_ARTICULO","DIVISION","PLAZA","MERCADO","CAMPO","NUM_TIENDA","NOMBRE_TIENDA","INVENTARIO_UDS","INVENTARIO_PESOS","VENTA_UDS_PTD","VENTA_PESOS_PTD","VENTA_PERDIDA_PESOS","ESTATUS"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100023891","7503031950939","MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ","50 Nuevo León","500 Nuevo León","M502","C50204","675","Lagrange","0","0",".18","11.24","11.24","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100018872","75001384","MARLBORO VISTA ARTIC 20 1 CAJETILLA","10 Coahuila-Tamaulipas","400 Coahuila (Saltillo)","M400","C40001","889","Fundadores","0","0",".43","25.12","25.12","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100080802","75027766","PALL MALL RED AND CLICK 20","20 México","200 México","M202","C20204","602","Niza","0","0",".32","20.23","20.23","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100015037","75068745","MARLBORO GOLD KS SOF 20 1 CAJETILLA","50 Nuevo León","500 Nuevo León","M504","C50402","5","Santa Barbara","0","0",".36","24.63","24.63","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100015186","75068844","MARLBORO GOLD KS SRR 14 1 CAJETILLA","20 México","200 México","M200","C20008","728","Sullivan","0","0","1.38","71.62","71.62","DESABASTO"
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.","008 Cigarros","100022054","7503023959438"," WINSTON OASIS FRES 27.4 G	","10 Coahuila-Tamaulipas","400 Coahuila (Saltillo)","M400","C40008","2650","ANDALUCIA I","0","0",".25","9.38","9.38","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100022233","75076412","PALL MALL LONDON 20S 1 CAJETILLA","10 Coahuila-Tamaulipas","400 Coahuila (Saltillo)","M400","C40008","665","Carretera A Torreon","0","0","1.07","67.43","67.43","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100019228","75074883","PALL MALL XL WHITE& CLICK 15S 1 CAJETILLA","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M100","C10004","275","Nva Ribereña","0","0",".07","3.7","3.7","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000091","7702303890434","VUSE GO 3000 BERRY BLEND 34 MG 1 PZ","20 México","800 Yucatán","M800","C80003","2156","ZOCALO","0","0",".32","83.13","83.13","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000087","7702303419598","VUSE GO 700 GRAPE ICE 34 MG 1 PZ","20 México","200 México","M203","C20305","729","Tec DF","0","0",".18","12.32","12.32","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100080975","75048129","LUCKY STRIKE ORIGINAL FF 20S TUBE","30 Jalisco-Baja California-Sonora","300 Jalisco","M300","C30009","2342","PROL. 8 DE JULIO II","0","0",".07","4.5","4.5","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000088","7702303342513","VUSE GO 700 MANGO ICE 34 MG 1 PZ","50 Nuevo León","500 Nuevo León","M507","C50703","311","Revolucion","0","0",".21","14.78","14.78","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100013891","75064778","PALL MALL RED 25 1PZ","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M103","C10307","394","Rio Purificacion","0","0",".54","35.71","35.71","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100023891","7503031950939","MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ","50 Nuevo León","500 Nuevo León","M502","C50201","191","Purina","0","0",".14","8.99","8.99","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000082","7702303464376","VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ","20 México","890 Quintana Roo","M890","C89005","2532","QUINTA ADO","0","0",".25","32.33","32.33","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000087","7702303419598","VUSE GO 700 GRAPE ICE 34 MG 1 PZ","20 México","200 México","M204","C20406","1516","Secretaria De Marina","0","0",".5","36.64","36.64","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100014571","75069506","CHESTERFIELD ORIGIN REMIX 100 1CAJE","20 México","200 México","M204","C20405","1272","Santa Clara","0","0",".14","8.13","8.13","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100022276","75004415","MARLBORO EXOTIC VISTA EXOTIC 1 CAJETILLA","30 Jalisco-Baja California-Sonora","300 Jalisco","M300","C30004","1380","Clouthier Y Tepeyac","0","0",".25","15.73","15.73","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100023891","7503031950939","MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ","20 México","200 México","M203","C20303","2830","HIR SAN ANGEL","0","0","2.18","137.1","137.1","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100004788","75051785","LUCKY STRIKE CLICK 4 MIX","50 Nuevo León","500 Nuevo León","M503","C50304","1626","Hacienda Las Yucas","0","0",".36","24.63","24.63","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000086","7702303173667","VUSE GO 700 BERRY BLEND 34 MG 1 PZ","10 Coahuila-Tamaulipas","410 Coahuila (Torreón)","M410","C41005","1930","ALAMOS Y MONACO","0","0",".14","9.85","9.85","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100013892","75064754","MONTANA SHOTS 1PZ","30 Jalisco-Baja California-Sonora","300 Jalisco","M301","C30102","867","Villa Luna","2","124.14","2.39","148.52","24.38","DESABASTO"
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.","008 Cigarros","100012957","7503023959001","CAMEL FILTERS 20S 1CAJE","30 Jalisco-Baja California-Sonora","600 Baja California (Tijuana)","M600","C60005","2551","SANCHEZ TABOADA Y GORMAN","0","0",".39","29.46","29.46","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100019232","75074876","PALL MALL XL RED & CLICK 15S 1 CAJETILLA","20 México","890 Quintana Roo","M890","C89006","2185","MAGADAN BOSQUE REAL","0","0",".25","12.5","12.5","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100019232","75074876","PALL MALL XL RED & CLICK 15S 1 CAJETILLA","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M101","C10104","1528","Heron Ramirez","0","0",".04","1.85","1.85","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100013891","75064778","PALL MALL RED 25 1PZ","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M101","C10103","1580","Pekin Esq. Sierra Mayor","0","0",".04","2.38","2.38","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000087","7702303419598","VUSE GO 700 GRAPE ICE 34 MG 1 PZ","20 México","200 México","M200","C20003","746","Torre Palmas","0","0",".36","24.63","24.63","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000086","7702303173667","VUSE GO 700 BERRY BLEND 34 MG 1 PZ","20 México","200 México","M203","C20305","1716","Gasolinera a Cuemanco","0","0",".11","7.39","7.39","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000082","7702303464376","VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ","20 México","200 México","M205","C20502","476","Taxqueña","0","0",".43","55.42","55.42","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100023891","7503031950939","MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ","20 México","200 México","M205","C20504","2595","SAN BORJA","0","0",".25","15.73","15.73","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100080850","75035259","MARLBORO CIGARR GOLD 100S CAJET","50 Nuevo León","500 Nuevo León","M500","C50004","229","Nueva Fabriles","3","206.9","4.29","295.57","88.67","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100023889","7503031950953","MARLBORO FOREST FUSION MNT LATA DISCO 24","20 México","200 México","M200","C20007","2769","ALMUDENA","0","0",".68","42.7","42.7","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000087","7702303419598","VUSE GO 700 GRAPE ICE 34 MG 1 PZ","20 México","200 México","M201","C20104","1950","OKLAHOMA ESQ. PENSYLVANIA","0","0",".25","17.24","17.24","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100080862","75038007","BENSON&HEDGE CIGARR MENTHOL 14S CAJET","30 Jalisco-Baja California-Sonora","300 Jalisco","M300","C30005","2629","LA MANCHA","0","0",".04","1.72","1.72","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100019550","75074227","LUCKY STRIKE COMET 20S 1 CAJETILLA","50 Nuevo León","500 Nuevo León","M504","C50402","5","Santa Barbara","0","0","1.68","105.63","105.63","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100020899","7501031701537","VUSE DISPOS GOLDEN  1 PZ","20 México","890 Quintana Roo","M890","C89007","2250","CENTRAL CAMIONERA ADO","0","0",".14","12.19","12.19","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100080928","75044916","MALBORO KRETEK MINT","50 Nuevo León","500 Nuevo León","M500","C50003","900","Rayon Centro","0","0",".79","54.19","54.19","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100011671","75063771","CHESTERFIELD REMIX PASSION","50 Nuevo León","500 Nuevo León","M502","C50203","36","Olimpia","0","0",".04","2.03","2.03","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100016413","75071455","PALL MALL RED 20","50 Nuevo León","500 Nuevo León","M507","C50705","752","Las Boquillas","0","0",".5","28.45","28.45","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000092","7702303007979","VUSE GO 3000 BLUEBERRY ICE 34 MG 1 PZ","20 México","200 México","M204","C20410","1142","T2 Check In","0","0",".43","115.27","115.27","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100014571","75069506","CHESTERFIELD ORIGIN REMIX 100 1CAJE","50 Nuevo León","500 Nuevo León","M503","C50307","350","Nueva Villas Del Parque","0","0",".11","6.1","6.1","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100080850","75035259","MARLBORO CIGARR GOLD 100S CAJET","30 Jalisco-Baja California-Sonora","300 Jalisco","M301","C30102","572","Los Cisnes","1","68.97","1.21","83.74","14.77","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100023891","7503031950939","MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ","30 Jalisco-Baja California-Sonora","300 Jalisco","M300","C30004","1380","Clouthier Y Tepeyac","0","0",".18","11.24","11.24","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000088","7702303342513","VUSE GO 700 MANGO ICE 34 MG 1 PZ","50 Nuevo León","500 Nuevo León","M501","C50107","2904","PLAZA PABLO LIVAS","0","0",".32","22.17","22.17","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100080957","75047337","BENSON&HEDGES PEARL CAPS CAJETILLA","50 Nuevo León","500 Nuevo León","M501","C50105","1035","Constitucion Y Churubusco","0","0",".64","44.34","44.34","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100016412","75071479","PALL MALL WHITE 20","10 Coahuila-Tamaulipas","110 Tamaulipas (Matamoros)","M110","C11002","1729","Barragan e Hinojosa","2","122.22","4.46","272.82","150.6","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000082","7702303464376","VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ","20 México","200 México","M200","C20008","1075","Marina Nacional","0","0",".11","13.85","13.85","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100022233","75076412","PALL MALL LONDON 20S 1 CAJETILLA","20 México","200 México","M202","C20202","1008","Pino Suarez","0","0",".71","44.95","44.95","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100022276","75004415","MARLBORO EXOTIC VISTA EXOTIC 1 CAJETILLA","20 México","200 México","M203","C20305","1088","Transmisiones","0","0",".18","11.24","11.24","DESABASTO"
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.","008 Cigarros","100080897","42138037","WINSTON CIGARR CLASSIC 20S CAJET","50 Nuevo León","500 Nuevo León","M503","C50301","2527","LIBRAMIENTO A LAS PEDRERAS","0","0",".96","54.86","54.86","DESABASTO"
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.","008 Cigarros","100021814","7503023959490","CAMEL SWITCH 100S 27.4 G","50 Nuevo León","500 Nuevo León","M501","C50108","2834","ARBOLEDAS NL","0","0",".04","2.25","2.25","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000086","7702303173667","VUSE GO 700 BERRY BLEND 34 MG 1 PZ","50 Nuevo León","500 Nuevo León","M501","C50101","493","El Peñon","0","0",".32","22.17","22.17","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100018038","75069902","L&M RED KS BOX 20 1 CAJETILLA","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M100","C10003","2782","PUERTA GRANDE I","0","0",".36","17.2","17.2","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100011672","75063801","MARLBORO CRAFTED ICE MIX","30 Jalisco-Baja California-Sonora","300 Jalisco","M301","C30107","786","Jesus Garcia","0","0",".43","22.54","22.54","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","062 RRPs (Vapor y tabaco calentado)","100015420","7501045357416","HEETS TURQUO SELECTION 1 CAJETILLA","20 México","200 México","M200","C20003","708","Ferroc. De Cuernavaca","0","0",".36","22.48","22.48","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000085","7707200941753","VUSE GO 700 BLUEBERRY ICE 34 MG 1 PZ","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M100","C10003","1579","Las Lomas Y Loma Dorada","0","0",".36","26.46","26.46","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000087","7702303419598","VUSE GO 700 GRAPE ICE 34 MG 1 PZ","50 Nuevo León","500 Nuevo León","M501","C50106","754","Sierra De Lampazos","0","0",".32","22.17","22.17","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100023425","75079963","PALL MALL CLASSICS 25 PZ","20 México","200 México","M205","C20503","1186","Av. del convento","0","0",".46","22.81","22.81","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000088","7702303342513","VUSE GO 700 MANGO ICE 34 MG 1 PZ","30 Jalisco-Baja California-Sonora","300 Jalisco","M301","C30102","574","Expropiación","0","0",".5","34.48","34.48","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000086","7702303173667","VUSE GO 700 BERRY BLEND 34 MG 1 PZ","50 Nuevo León","500 Nuevo León","M503","C50301","1902","Las Lomas y Palmas","0","0",".5","36.64","36.64","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100022336","75066413","MARLBORO CRAFTED 25S CAJETILLA","50 Nuevo León","500 Nuevo León","M503","C50307","385","Sendero Divisorio","1","62.07","2.18","135.22","73.15","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100019234","75074975","PALL MALL XL ALASKA 15S 1 CAJETILLA","50 Nuevo León","500 Nuevo León","M500","C50003","525","Zarco","0","0",".96","46.55","46.55","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100019958","75074920","PALL MALL XL ICEBER 20S 1 CAJETILLA","50 Nuevo León","500 Nuevo León","M501","C50105","73","Churubusco","0","0",".18","11.24","11.24","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100020133","75075217","MARLBORO VISTA SUMMER FUSIO 1 CAJETILLA","10 Coahuila-Tamaulipas","400 Coahuila (Saltillo)","M400","C40008","2649","ANDALUCIA II","0","0",".36","16.93","16.93","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000092","7702303007979","VUSE GO 3000 BLUEBERRY ICE 34 MG 1 PZ","20 México","200 México","M200","C20006","789","Campeche","0","0",".61","157.02","157.02","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000092","7702303007979","VUSE GO 3000 BLUEBERRY ICE 34 MG 1 PZ","20 México","200 México","M204","C20410","1129","T1 Fast Food","0","0",".18","48.03","48.03","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","101000061","75006204","MARLBORO CARIBBEAN FUSION 100 BOX 14 CAJETILLA PZ","20 México","200 México","M205","C20507","247","Santa Isabel","0","0",".11","4.71","4.71","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000082","7702303464376","VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ","50 Nuevo León","500 Nuevo León","M507","C50706","649","Yerbaniz","0","0",".32","41.56","41.56","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100080687","75021597","MARLBORO CIGARR 100S CD CAJET","50 Nuevo León","500 Nuevo León","M502","C50203","1025","Av. Los Pinos","2","137.93","2.61","179.8","41.87","DESABASTO"
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.","008 Cigarros","100014850","4033100094316","WINSTON CLASSIC 25S		","30 Jalisco-Baja California-Sonora","650 Sonora (Hermosillo)","M650","C65002","1990","HERIBERTO AJA Y VERACRUZ","0","0","1.07","66.5","66.5","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100014571","75069506","CHESTERFIELD ORIGIN REMIX 100 1CAJE","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M101","C10104","279","Portes Gil","0","0",".07","4.37","4.37","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000092","7702303007979","VUSE GO 3000 BLUEBERRY ICE 34 MG 1 PZ","20 México","200 México","M205","C20505","390","Henriquez Ureña","0","0",".25","64.66","64.66","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000087","7702303419598","VUSE GO 700 GRAPE ICE 34 MG 1 PZ","20 México","200 México","M205","C20502","476","Taxqueña","0","0",".64","44.34","44.34","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","101000061","75006204","MARLBORO CARIBBEAN FUSION 100 BOX 14 CAJETILLA PZ","20 México","200 México","M203","C20306","1827","CAFETALES ESQUINA LAS BOMBAS","0","0",".32","14.13","14.13","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100080903","75042646","MALBORO CIGARR GOLD 100 14S CAJET","50 Nuevo León","500 Nuevo León","M508","C50806","1070","Juventud Y Ojo De Agua","1","51.72","1.57","81.28","29.56","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000093","7702303182898","VUSE GO 3000 APPLE SOUR 34 MG 1 PZ","20 México","890 Quintana Roo","M890","C89004","2567","BOULEVARD KUKULCAN","0","0","1.43","369.46","369.46","DESABASTO"
"6247 MAS BODEGA Y LOGISTICA, S.A. DE C.V.","008 Cigarros","100080896","40331362","WINSTON CIGARR CLASSIC  14S CAJET","50 Nuevo León","500 Nuevo León","M501","C50108","1735","VALLE DEL OLMO","0","0",".29","12.32","12.32","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100018038","75069902","L&M RED KS BOX 20 1 CAJETILLA","50 Nuevo León","500 Nuevo León","M502","C50202","1972","Orquidea y Terreros","0","0",".29","12.81","12.81","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000088","7702303342513","VUSE GO 700 MANGO ICE 34 MG 1 PZ","50 Nuevo León","500 Nuevo León","M507","C50701","548","Paricutin","0","0",".11","7.39","7.39","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100023892","7503031950946","MARLBORO BLOSSOM MIST MNT LATA DISCO 24 PZ","50 Nuevo León","500 Nuevo León","M501","C50106","1874","JARDINES DE LA SILLA Y PALMAS","0","0",".14","8.99","8.99","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100022276","75004415","MARLBORO EXOTIC VISTA EXOTIC 1 CAJETILLA","50 Nuevo León","500 Nuevo León","M507","C50704","1563","Paseo Granada","0","0",".18","11.24","11.24","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100023126","7501031701520","VUSE GRAPHITE BLACK DEVICE 1 PZ","20 México","200 México","M202","C20201","1151","Allende","0","0",".29","24.38","24.38","DESABASTO"
