"PROVEEDOR","CATEGORIA","ID_ARTICULO","UPC","DESC_ARTICULO","DIVISION","PLAZA","MERCADO","CAMPO","NUM_TIENDA","NOMBRE_TIENDA","INVENTARIO_UDS","INVENTARIO_PESOS","VENTA_UDS_PTD","VENTA_PESOS_PTD","VENTA_PERDIDA_PESOS","ESTATUS"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100013136","75066345","MARLBORO FUSION SUMMER 100BOX 1CAJ","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M101","C10103","701","Villanueva","3","202.78","3.18","214.85","12.07","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100023312","75006297","MARLBORO MARLBORO CRAFTED RED 2.0 100 BOX 20 CAJETILLA PZ","50 Nuevo León","500 Nuevo León","M508","C50806","289","Republica Mexicana","0","0",".18","11.24","11.24","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100024294","7311250044397","ZYN COOL MINT MINI MEDIUM CAJETILLA PZ","30 Jalisco-Baja California-Sonora","600 Baja California (Tijuana)","M600","C60006","1327","Insurgentes 1","0","0",".14","7.94","7.94","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100024304","7503031950991","MARLBORO VISTA BLOSSOM 100 BOX 20 LATA MEXICO 2024 CAJETILLA PZ","30 Jalisco-Baja California-Sonora","600 Baja California (Tijuana)","M600","C60006","1323","Billares","0","0",".04","2.41","2.41","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100080028","75001315","MARLBORO CIGARR ROJO CL CS CAJET","20 México","890 Quintana Roo","M890","C89007","2553","CENTRALIA CANCUN","0","0",".5","36.64","36.64","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","062 RRPs (Vapor y tabaco calentado)","100015416","7501045356259","HEETS AMBER SELECTION 1 CAJETILLA","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M100","C10004","1131","Dren El Murillo","0","0",".11","7.24","7.24","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100080027","75001322","MARLBORO CIGARR ROJO CD CAJET","20 México","200 México","M200","C20007","2898","CIPRES RESIDENCIAL","5","344.83","12.75","879.31","534.48","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100021048","75005481","LM LM 25S 25S 1 CAJETILLA","20 México","890 Quintana Roo","M890","C89006","2185","MAGADAN BOSQUE REAL","0","0",".57","29.06","29.06","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100019981","75074746","MARLBORO BLOSSO VISTA BLOSSOM 1 CAJETILLA","30 Jalisco-Baja California-Sonora","300 Jalisco","M300","C30008","378","Tlajomulco E.S. 6237","0","0",".68","42.7","42.7","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","062 RRPs (Vapor y tabaco calentado)","100023682","75006396","TEREA BRONZE CAJETILLA PZ","20 México","890 Quintana Roo","M890","C89001","2176","PORTILLO","0","0",".68","42.7","42.7","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100023891","7503031950939","MARLBORO SUMMER FUSION MNT LATA DISCO 24 MARLBORO SUMMER LATA 24 DISCO CAJETILLA PZ","20 México","200 México","M204","C20404","2683","RIO BAMBA","0","0",".14","8.99","8.99","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100011671","75063771","CHESTERFIELD REMIX PASSION","50 Nuevo León","500 Nuevo León","M503","C50308","248","Laredo","0","0",".04","2.03","2.03","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100022331","75004408","MARLBORO VISTA ARTIC 14S CAJETILLAPZ","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M101","C10106","511","Plaza Reynosa","0","0",".04","1.82","1.82","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100014569","75068813","MARLBORO RED 100 CAPS 14 1CAJE","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M100","C10002","928","Sierra Gorda","0","0","1.04","57.54","57.54","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100024303","7503031950977","MARLBORO VISTA GARDEN FUSION 100 BOX 20 LATA MEXICO 2024 CAJETILLA PZ","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M103","C10302","123","20 De Noviembre","0","0",".18","12.07","12.07","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","062 RRPs (Vapor y tabaco calentado)","100024246","75007454","TEREA BLACK PURPLE CAJETILLA PZ","20 México","200 México","M203","C20303","1221","Eje 10 esq. Ramon Corona","0","0",".18","11.24","11.24","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100022846","7503031950489","MARLBORO BLOSSOM LATA 23 CAJET PZ","50 Nuevo León","500 Nuevo León","M502","C50208","426","Centro América","0","0",".14","8.99","8.99","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100023312","75006297","MARLBORO MARLBORO CRAFTED RED 2.0 100 BOX 20 CAJETILLA PZ","50 Nuevo León","500 Nuevo León","M503","C50308","477","Balcones Del Norte","0","0",".07","4.5","4.5","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100014570","75068738","MARLBORO GOLD 20 RCB 1CAJE","50 Nuevo León","500 Nuevo León","M504","C50404","1003","Plaza Fiesta San Agustin II","3","206.9","3.68","253.69","46.79","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100024320","75006280","FAROS FAROS KS BOX 25 CAJETILLA PZ","10 Coahuila-Tamaulipas","410 Coahuila (Torreón)","M410","C41001","1802","Juarez y Donato Guerra","0","0",".18","7.7","7.7","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100080440","75016777","BENSON&HEDGE CIGARR MENTHOL CD CAJET","30 Jalisco-Baja California-Sonora","620 Baja California (Mexicali)","M620","C62005","2739","RAMOS","0","0","1.29","97.62","97.62","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100024303","7503031950977","MARLBORO VISTA GARDEN FUSION 100 BOX 20 LATA MEXICO 2024 CAJETILLA PZ","20 México","200 México","M200","C20006","1841","BENJAMIN FRANKLIN","0","0",".18","11.24","11.24","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","062 RRPs (Vapor y tabaco calentado)","100023681","75006389","TEREA BLUE CAJETILLA PZ","20 México","800 Yucatán","M800","C80004","2937","FINCAS","0","0",".5","31.47","31.47","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","062 RRPs (Vapor y tabaco calentado)","100023681","75006389","TEREA BLUE CAJETILLA PZ","50 Nuevo León","500 Nuevo León","M508","C50808","2311","Paseo Virreyes de Ceballos y Camino a Sta. Rosa","0","0",".43","26.97","26.97","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100022331","75004408","MARLBORO VISTA ARTIC 14S CAJETILLAPZ","50 Nuevo León","500 Nuevo León","M502","C50202","1665","Girasol Y San Mateo","0","0",".04","1.69","1.69","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","062 RRPs (Vapor y tabaco calentado)","100023686","75006938","TEREA SIENNA CAJETILLA PZ","20 México","200 México","M204","C20405","1261","Eje 8","0","0",".25","15.73","15.73","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100022336","75066413","MARLBORO CRAFTED 25S CAJETILLA","20 México","200 México","M202","C20203","611","Balderas","0","0","2.25","139.66","139.66","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100022334","7503031950441","MARLBORO LPE ARTIC CAJETILLAPZ","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M103","C10307","1484","Presa La Laguna","0","0",".14","6.75","6.75","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100024320","75006280","FAROS FAROS KS BOX 25 CAJETILLA PZ","30 Jalisco-Baja California-Sonora","300 Jalisco","M301","C30106","376","Prisc. Sanchez","0","0","1.14","49.26","49.26","DESABASTO"
"1822 PHILIP MORRIS MEXICO, S.A. DE C.V.","008 Cigarros","100022331","75004408","MARLBORO VISTA ARTIC 14S CAJETILLAPZ","20 México","200 México","M202","C20203","1510","Nueva Humbolt","0","0",".04","1.69","1.69","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100024414","7702303906036","VUSE GO 3000 HAZELNUT MACCHIATO 34 MG 1 PZ","50 Nuevo León","500 Nuevo León","M508","C50809","2690","CERRADAS DE CONCORDIA","0","0",".14","30.67","30.67","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000080","7702303820974","VUSE VIVID MINT ICE 0 MG 1 PZ","50 Nuevo León","500 Nuevo León","M508","C50809","2756","GEVORA","0","0",".04","4.62","4.62","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000087","7702303419598","VUSE GO 700 GRAPE ICE 34 MG 1 PZ","20 México","200 México","M201","C20101","721","Tehuantepec","0","0",".36","30.48","30.48","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100005585","75052836","PALL MALL TOKYO MIDNIGHT 20","50 Nuevo León","500 Nuevo León","M503","C50306","1313","Concordia Ii","3","188.79","4.07","256.22","67.43","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000092","7702303007979","VUSE GO 3000 BLUEBERRY ICE 34 MG 1 PZ","50 Nuevo León","500 Nuevo León","M501","C50106","1874","JARDINES DE LA SILLA Y PALMAS","0","0",".25","53.66","53.66","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000086","7702303173667","VUSE GO 700 BERRY BLEND 34 MG 1 PZ","20 México","200 México","M203","C20301","333","Bahía","0","0",".25","21.34","21.34","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000088","7702303342513","VUSE GO 700 MANGO ICE 34 MG 1 PZ","30 Jalisco-Baja California-Sonora","300 Jalisco","M301","C30108","1646","Centro Magno","0","0",".18","15.24","15.24","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100023317","75078843","MONTANA SHOTS CLASSICS 25 PZ","20 México","890 Quintana Roo","M890","C89007","2553","CENTRALIA CANCUN","0","0",".21","9.98","9.98","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100012997","75064716","LUCKY STRIKE ENIGMA 100S 1PZ","50 Nuevo León","500 Nuevo León","M501","C50101","1647","Eloy Cavazos Y San Sebastian","1","62.93","1.46","92.15","29.22","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100024418","7702303253338","VELO STRAWBERRY ICE 6 MG 15 PZ","20 México","890 Quintana Roo","M890","C89005","2700","QUINTA DEL MAR","0","0",".36","18.47","18.47","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000086","7702303173667","VUSE GO 700 BERRY BLEND 34 MG 1 PZ","50 Nuevo León","500 Nuevo León","M507","C50702","47","Azueta","0","0",".29","24.38","24.38","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000088","7702303342513","VUSE GO 700 MANGO ICE 34 MG 1 PZ","20 México","200 México","M201","C20105","2973","GAS FELIX CUEVAS","0","0",".18","15.24","15.24","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000086","7702303173667","VUSE GO 700 BERRY BLEND 34 MG 1 PZ","50 Nuevo León","500 Nuevo León","M506","C50601","192","Penelope","0","0",".39","33.53","33.53","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100016443","75071295","PALL MALL ALASKA DUSK 20","30 Jalisco-Baja California-Sonora","300 Jalisco","M301","C30101","859","Biblioteca Publica","3","188.79","7.14","449.51","260.72","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100019959","75074913","PALL MALL XL ATHENS 20S 1 CAJETILLA","50 Nuevo León","500 Nuevo León","M502","C50207","1920","La Fe","0","0",".07","4.5","4.5","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000091","7702303890434","VUSE GO 3000 BERRY BLEND 34 MG 1 PZ","30 Jalisco-Baja California-Sonora","610 Baja California (Ensenada)","M610","C61002","2758","SAN BORJA","0","0",".25","57.64","57.64","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000088","7702303342513","VUSE GO 700 MANGO ICE 34 MG 1 PZ","20 México","200 México","M201","C20103","1062","Luz Saviñon","0","0",".18","15.24","15.24","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000087","7702303419598","VUSE GO 700 GRAPE ICE 34 MG 1 PZ","20 México","200 México","M205","C20502","476","Taxqueña","0","0",".18","15.24","15.24","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000079","75079017","PALL MALL BORA BORA SUNBREAK 20 PZ","50 Nuevo León","500 Nuevo León","M504","C50401","1490","Perimetral Nte. Esq. Calle 6","1","62.93","1.11","68.44","5.51","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000088","7702303342513","VUSE GO 700 MANGO ICE 34 MG 1 PZ","50 Nuevo León","500 Nuevo León","M505","C50506","1417","Sanchez Azcona","0","0",".07","6.1","6.1","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000085","7707200941753","VUSE GO 700 BLUEBERRY ICE 34 MG 1 PZ","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M103","C10301","850","Villas De Imaq","0","0",".36","32.74","32.74","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000089","7702303023221","VUSE GO 3000 MENTHOL ICE 34 MG 1 PZ","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M101","C10106","1756","Ortiz Rubio y Guerrero","0","0",".18","41.17","41.17","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000092","7702303007979","VUSE GO 3000 BLUEBERRY ICE 34 MG 1 PZ","20 México","890 Quintana Roo","M890","C89001","2644","JARDINES","0","0",".36","76.66","76.66","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100021658","75076757","PALL MALL EX GOLD C 14S 1 CAJETILLA","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M100","C10001","951","Km 30","0","0",".79","25.06","25.06","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000092","7702303007979","VUSE GO 3000 BLUEBERRY ICE 34 MG 1 PZ","30 Jalisco-Baja California-Sonora","300 Jalisco","M301","C30109","1136","Juan Palomar","0","0",".18","38.33","38.33","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100024414","7702303906036","VUSE GO 3000 HAZELNUT MACCHIATO 34 MG 1 PZ","30 Jalisco-Baja California-Sonora","300 Jalisco","M300","C30005","2874","IMPERIAL","0","0",".11","23","23","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100019958","75074920","PALL MALL XL ICEBER 20S 1 CAJETILLA","50 Nuevo León","500 Nuevo León","M504","C50401","1490","Perimetral Nte. Esq. Calle 6","0","0",".07","4.5","4.5","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100023714","75080105","LUCKY STRIKE LATA CLÁSICA RED 20 PZ","30 Jalisco-Baja California-Sonora","300 Jalisco","M301","C30103","2090","MANDARINA","0","0",".32","18.29","18.29","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100024414","7702303906036","VUSE GO 3000 HAZELNUT MACCHIATO 34 MG 1 PZ","30 Jalisco-Baja California-Sonora","300 Jalisco","M301","C30104","1392","Oblatos Ii","0","0",".07","15.33","15.33","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100024414","7702303906036","VUSE GO 3000 HAZELNUT MACCHIATO 34 MG 1 PZ","50 Nuevo León","500 Nuevo León","M504","C50404","1383","Colorines","0","0",".11","23","23","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000089","7702303023221","VUSE GO 3000 MENTHOL ICE 34 MG 1 PZ","30 Jalisco-Baja California-Sonora","300 Jalisco","M301","C30110","380","Gobernador Curiel","0","0",".04","7.67","7.67","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000082","7702303464376","VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ","30 Jalisco-Baja California-Sonora","300 Jalisco","M300","C30002","975","Bajio Ii","0","0",".18","23.09","23.09","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000082","7702303464376","VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ","10 Coahuila-Tamaulipas","400 Coahuila (Saltillo)","M400","C40005","1482","Las Teresitas","0","0",".04","4.62","4.62","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100016412","75071479","PALL MALL WHITE 20","50 Nuevo León","500 Nuevo León","M505","C50505","25","Central","1","56.9","2.57","146.31","89.41","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100024718","7707200945430","VUSE GO 1000 MANGO ICE 34 MGML 1 PZ","20 México","200 México","M205","C20501","353","Gabriel Mancera","0","0",".18","23.09","23.09","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100020838","75074944","PALL MALL XL RÍO SU 20S 1 CAJETILLA","20 México","890 Quintana Roo","M890","C89006","2862","PASEOS SISAL","0","0",".36","23.09","23.09","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100019234","75074975","PALL MALL XL ALASKA 15S 1 CAJETILLA","10 Coahuila-Tamaulipas","100 Tamaulipas (Reynosa)","M103","C10307","1484","Presa La Laguna","0","0","2.07","107.41","107.41","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000082","7702303464376","VUSE VIVID STRAWBERRY ICE 18 MG 1 PZ","50 Nuevo León","500 Nuevo León","M504","C50405","302","Jerónimo Siller","0","0",".04","4.62","4.62","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000089","7702303023221","VUSE GO 3000 MENTHOL ICE 34 MG 1 PZ","20 México","800 Yucatán","M800","C80002","2368","MONTECARLO","0","0","1","214.66","214.66","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000089","7702303023221","VUSE GO 3000 MENTHOL ICE 34 MG 1 PZ","20 México","200 México","M203","C20303","1221","Eje 10 esq. Ramon Corona","0","0",".11","23","23","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100023425","75079963","PALL MALL CLASSICS 25 PZ","20 México","200 México","M204","C20410","988","T2 Llegadas","0","0",".07","3.66","3.66","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","100019958","75074920","PALL MALL XL ICEBER 20S 1 CAJETILLA","20 México","200 México","M204","C20407","2241","NORTE 45","0","0",".04","2.25","2.25","DESABASTO"
"1852 BRITISH AMERICAN TOBACCO MEXICO COMERCIAL, S.A. DE C.V.","008 Cigarros","101000086","7702303173667","VUSE GO 700 BERRY BLEND 34 MG 1 PZ","50 Nuevo León","500 Nuevo León","M500","C50001","871","Zuazua Centro","0","0",".32","27.43","27.43","DESABASTO"
